0,1,2,3,4,5,6,7,8,9,10
misc. beverages,dishes,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
canned beer,white bread,,,,,,,,,
beef,whole milk,detergent,,,,,,,,
soups,white bread,other vegetables,,,,,,,,
curd,yogurt,,,,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
newspapers,salty snack,pastry,,,,,,,,
pastry,soft cheese,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
newspapers,white bread,,,,,,,,,
whipped/sour cream,brown bread,sparkling wine,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
herbs,soda,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
soda,citrus fruit,,,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,vinegar,,,,,,,,,
beef,specialty bar,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
brown bread,newspapers,margarine,,,,,,,,
sausage,coffee,,,,,,,,,
chicken,dog food,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
frozen meals,soda,,,,,,,,,
canned beer,dental care,,,,,,,,,
meat,butter milk,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
chocolate,yogurt,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
fish,canned beer,chocolate,,,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
frozen vegetables,yogurt,bottled beer,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
other vegetables,specialty bar,long life bakery product,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
soda,cat food,,,,,,,,,
soda,salty snack,,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pork,yogurt,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,pasta,butter,rolls/buns,,,,,,,
tropical fruit,curd,brown bread,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
soda,misc. beverages,,,,,,,,,
pip fruit,rolls/buns,fruit/vegetable juice,pasta,,,,,,,
tropical fruit,white bread,red/blush wine,,,,,,,,
liquor,whole milk,,,,,,,,,
beef,canned beer,pastry,whole milk,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
brown bread,oil,,,,,,,,,
canned beer,salty snack,,,,,,,,,
root vegetables,white wine,,,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
soap,rum,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
chicken,whole milk,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
bottled water,frozen potato products,,,,,,,,,
beef,domestic eggs,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
canned beer,yogurt,,,,,,,,,
napkins,whole milk,,,,,,,,,
berries,whole milk,,,,,,,,,
pastry,pasta,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
roll products ,shopping bags,,,,,,,,,
chicken,margarine,,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
flower (seeds),bottled water,,,,,,,,,
other vegetables,semi-finished bread,shopping bags,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
detergent,other vegetables,detergent,,,,,,,,
other vegetables,berries,,,,,,,,,
beef,soft cheese,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
liver loaf,chicken,whole milk,canned beer,fruit/vegetable juice,frozen dessert,light bulbs,condensed milk,,,
whole milk,rolls/buns,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
meat,vinegar,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled water,hard cheese,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
berries,white bread,,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
soda,rolls/buns,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
salty snack,tropical fruit,,,,,,,,,
butter,yogurt,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
pastry,bottled beer,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
tropical fruit,whipped/sour cream,specialty chocolate,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
pastry,bottled water,,,,,,,,,
pork,napkins,,,,,,,,,
beverages,bottled water,,,,,,,,,
hamburger meat,other vegetables,chocolate marshmallow,,,,,,,,
tropical fruit,sugar,,,,,,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,pastry,,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
pork,canned beer,prosecco,fruit/vegetable juice,,,,,,,
beverages,pickled vegetables,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,soda,,,,,,,
frankfurter,frankfurter,beef,domestic eggs,hard cheese,processed cheese,curd,shopping bags,,,
curd,soda,rolls/buns,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,frozen vegetables,waffles,,,,,,,
pork,pastry,candy,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
citrus fruit,waffles,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
frozen meals,frozen potato products,,,,,,,,,
yogurt,canned beer,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
chicken,pastry,whole milk,pip fruit,soda,margarine,candy,,,,
UHT-milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
curd cheese,canned beer,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
frozen fish,coffee,,,,,,,,,
curd,processed cheese,bottled water,pickled vegetables,,,,,,,
meat,canned beer,soda,,,,,,,,
ham,white wine,pasta,,,,,,,,
coffee,root vegetables,,,,,,,,,
white bread,bottled beer,yogurt,berries,,,,,,,
sausage,pork,,,,,,,,,
tropical fruit,flour,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
whole milk,frozen fish,,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
berries,pet care,,,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
other vegetables,soda,yogurt,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
pastry,other vegetables,,,,,,,,,
chocolate,whipped/sour cream,rolls/buns,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,meat,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
berries,dishes,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
pickled vegetables,cream cheese ,,,,,,,,,
whole milk,cat food,,,,,,,,,
citrus fruit,sliced cheese,napkins,,,,,,,,
hard cheese,liquor,,,,,,,,,
chicken,frozen dessert,,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
white bread,popcorn,,,,,,,,,
shopping bags,soda,,,,,,,,,
UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
sausage,bottled beer,,,,,,,,,
coffee,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
whipped/sour cream,soda,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
pastry,pastry,,,,,,,,,
pip fruit,margarine,,,,,,,,,
root vegetables,onions,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
yogurt,chewing gum,whipped/sour cream,shopping bags,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
soda,seasonal products,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
baking powder,frozen potato products,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
chicken,salt,,,,,,,,,
frozen meals,chicken,whipped/sour cream,whole milk,bottled beer,,,,,,
chewing gum,soft cheese,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,salty snack,candy,dental care,butter,,,,,,
frozen vegetables,yogurt,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
bottled water,bottled water,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
citrus fruit,jam,,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
canned beer,yogurt,,,,,,,,,
oil,butter,,,,,,,,,
whole milk,frozen meals,rolls/buns,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
other vegetables,herbs,,,,,,,,,
tropical fruit,bottled beer,UHT-milk,root vegetables,,,,,,,
canned fish,cling film/bags,,,,,,,,,
citrus fruit,hamburger meat,other vegetables,specialty chocolate,,,,,,,
dishes,tropical fruit,,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frankfurter,coffee,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
chicken,white bread,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
dessert,yogurt,shopping bags,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
curd,coffee,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
sausage,frozen meals,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
sausage,butter,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
pip fruit,male cosmetics,,,,,,,,,
rolls/buns,soda,,,,,,,,,
beef,waffles,salty snack,,,,,,,,
hamburger meat,curd,,,,,,,,,
meat,other vegetables,,,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
specialty bar,whole milk,cling film/bags,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,bottled water,,,,,,,,,
beef,whole milk,,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
beef,whole milk,,,,,,,,,
yogurt,tropical fruit,bottled water,yogurt,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
chicken,soda,dishes,,,,,,,,
sugar,whole milk,shopping bags,,,,,,,,
citrus fruit,cat food,,,,,,,,,
brown bread,flour,,,,,,,,,
canned beer,onions,,,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,bottled water,beverages,,,,,,,,
rolls/buns,cereals,,,,,,,,,
meat,canned beer,yogurt,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
butter milk,newspapers,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
frozen fish,beef,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
frankfurter,instant coffee,root vegetables,coffee,instant coffee,sugar,rolls/buns,,,,
baking powder,canned beer,specialty chocolate,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
coffee,citrus fruit,,,,,,,,,
root vegetables,pastry,,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
other vegetables,canned beer,,,,,,,,,
white wine,newspapers,,,,,,,,,
hamburger meat,citrus fruit,,,,,,,,,
pork,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
frozen fish,specialty chocolate,,,,,,,,,
yogurt,yogurt,,,,,,,,,
whole milk,white wine,,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
pastry,chewing gum,,,,,,,,,
bottled water,chocolate,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
root vegetables,rice,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
pork,newspapers,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pet care,soda,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pastry,margarine,,,,,,,,,
pastry,coffee,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
yogurt,canned beer,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
meat,root vegetables,,,,,,,,,
condensed milk,chocolate,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
white bread,salty snack,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
finished products,other vegetables,,,,,,,,,
seasonal products,other vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
canned beer,berries,bottled water,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,flour,,,,,,,,,
pickled vegetables,UHT-milk,long life bakery product,,,,,,,,
pork,processed cheese,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
soap,hard cheese,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
beef,pip fruit,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
whole milk,chocolate,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
mustard,soda,,,,,,,,,
beef,whole milk,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
berries,other vegetables,,,,,,,,,
female sanitary products,curd,,,,,,,,,
coffee,whipped/sour cream,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
rolls/buns,mustard,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
yogurt,rolls/buns,rolls/buns,,,,,,,,
brown bread,sugar,beef,citrus fruit,yogurt,,,,,,
coffee,yogurt,oil,,,,,,,,
meat,citrus fruit,,,,,,,,,
canned beer,curd,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
root vegetables,soups,,,,,,,,,
whole milk,margarine,,,,,,,,,
canned beer,photo/film,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
sausage,beverages,,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
sausage,frozen meals,,,,,,,,,
pastry,white bread,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
waffles,beverages,waffles,curd,,,,,,,
root vegetables,liquor,,,,,,,,,
frozen fruits,dishes,,,,,,,,,
ice cream,oil,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
sausage,bottled water,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
canned beer,napkins,,,,,,,,,
beef,root vegetables,,,,,,,,,
soda,curd,,,,,,,,,
canned beer,bottled water,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
pastry,chewing gum,,,,,,,,,
beef,hard cheese,,,,,,,,,
cream,shopping bags,,,,,,,,,
sausage,frozen meals,long life bakery product,soda,,,,,,,
ham,onions,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
pastry,photo/film,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
sausage,berries,,,,,,,,,
whole milk,curd,,,,,,,,,
whole milk,soda,hygiene articles,canned beer,,,,,,,
butter milk,hygiene articles,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
beef,domestic eggs,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
specialty bar,yogurt,napkins,other vegetables,chocolate,,,,,,
pip fruit,ice cream,,,,,,,,,
soups,coffee,,,,,,,,,
ham,mayonnaise,,,,,,,,,
domestic eggs,brown bread,detergent,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
butter,whole milk,root vegetables,butter,,,,,,,
pork,yogurt,coffee,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
frankfurter,brandy,,,,,,,,,
berries,other vegetables,butter,newspapers,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,chicken,bottled beer,whole milk,,,,,,,
root vegetables,flour,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
tropical fruit,hamburger meat,bottled beer,yogurt,,,,,,,
sauces,misc. beverages,,,,,,,,,
white wine,brown bread,,,,,,,,,
citrus fruit,butter,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
other vegetables,curd,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
beef,shopping bags,,,,,,,,,
whole milk,beef,,,,,,,,,
pip fruit,dessert,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
house keeping products,whole milk,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,pastry,,,,,,,,,
chocolate marshmallow,newspapers,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
dessert,margarine,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
ice cream,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
coffee,onions,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
root vegetables,bottled beer,,,,,,,,,
other vegetables,brown bread,hard cheese,soda,roll products ,newspapers,,,,,
domestic eggs,newspapers,,,,,,,,,
yogurt,canned beer,,,,,,,,,
dessert,dessert,flour,,,,,,,,
sausage,butter,,,,,,,,,
beef,chocolate,,,,,,,,,
pork,white wine,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
bottled water,specialty chocolate,,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
ice cream,yogurt,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
yogurt,sausage,yogurt,pip fruit,curd,,,,,,
pork,soda,canned vegetables,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
sausage,margarine,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
bottled water,newspapers,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
popcorn,cat food,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
yogurt,whole milk,,,,,,,,,
flour,pork,butter,shopping bags,hard cheese,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
whole milk,popcorn,,,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
whole milk,candy,,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
sausage,berries,rolls/buns,,,,,,,,
whole milk,rolls/buns,ice cream,brown bread,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
canned beer,pastry,,,,,,,,,
butter,white bread,,,,,,,,,
frankfurter,butter,specialty bar,yogurt,,,,,,,
whole milk,onions,,,,,,,,,
whole milk,soda,,,,,,,,,
butter,yogurt,,,,,,,,,
sausage,curd,,,,,,,,,
detergent,pot plants,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,butter,,,,,,,,,
canned beer,berries,,,,,,,,,
butter milk,specialty fat,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
chicken,other vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
beef,pastry,curd,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
